payment_type,order_date,total_payment_value,payment_count,avg_payment_value
boleto,2017-06-06,2686.3399999999997,31,86.65612903225805
credit_card,2017-06-06,14543.709999999994,100,145.43710000000004
debit_card,2017-06-06,198.44,2,99.219999999999985
voucher,2017-06-06,96.6,3,32.2
boleto,2017-06-07,2731.54,23,118.76260869565219
credit_card,2017-06-07,12816.790000000003,105,122.06466666666668
debit_card,2017-06-07,42.78,1,42.78
voucher,2017-06-07,481.51000000000005,37,13.013783783783785
boleto,2017-06-08,4206.37,35,120.18200000000002
credit_card,2017-06-08,17417.140000000007,99,175.93070707070706
debit_card,2017-06-08,32.78,1,32.78
voucher,2017-06-08,449.99,13,34.614615384615384
boleto,2017-06-09,4399.2199999999993,25,175.9688
credit_card,2017-06-09,12753.470000000001,78,163.50602564102562
debit_card,2017-06-09,569.23,3,189.74333333333334
voucher,2017-06-09,1016.6100000000001,4,254.15250000000003
boleto,2017-06-10,1985.6999999999998,18,110.31666666666666
credit_card,2017-06-10,7611.6900000000005,58,131.23603448275861
voucher,2017-06-10,294.71000000000004,4,73.6775
boleto,2017-06-11,3638.36,23,158.18956521739128
credit_card,2017-06-11,15147.189999999999,90,168.30211111111109
debit_card,2017-06-11,47.68,1,47.68
voucher,2017-06-11,515.31,15,34.354000000000006
boleto,2017-06-12,5470.1699999999992,33,165.76272727272726
credit_card,2017-06-12,10729.18,85,126.22564705882353
debit_card,2017-06-12,224.7,3,74.9
voucher,2017-06-12,965.15000000000009,10,96.515
boleto,2017-06-13,3003.66,24,125.15250000000002
credit_card,2017-06-13,13409.849999999999,101,132.77079207920789
debit_card,2017-06-13,97.7,2,48.85
voucher,2017-06-13,383.68,7,54.811428571428564
boleto,2017-06-14,5896.8899999999994,35,168.48257142857142
credit_card,2017-06-14,17299.95,93,186.02096774193549
debit_card,2017-06-14,249.06,2,124.53
voucher,2017-06-14,113.62,2,56.81
boleto,2017-06-15,2210.83,20,110.54150000000001
credit_card,2017-06-15,12654.86,86,147.14953488372092
voucher,2017-06-15,239.57,6,39.928333333333335
boleto,2017-06-16,1580.74,18,87.818888888888893
credit_card,2017-06-16,12591.470000000001,72,174.88152777777776
debit_card,2017-06-16,32.09,1,32.09
voucher,2017-06-16,573.39,14,40.956428571428575
boleto,2017-06-17,3126.67,10,312.66700000000003
credit_card,2017-06-17,9511.1300000000028,64,148.61140625
voucher,2017-06-17,432.36,12,36.03
boleto,2017-06-18,4216.92,15,281.12800000000004
credit_card,2017-06-18,15211.02,75,202.8136
voucher,2017-06-18,305.75,2,152.875
boleto,2017-06-19,6906.5700000000006,41,168.45292682926828
credit_card,2017-06-19,18680.04,113,165.31008849557523
voucher,2017-06-19,346.83,9,38.536666666666669
boleto,2017-06-20,3530.94,21,168.14
credit_card,2017-06-20,10654.030000000002,72,147.97263888888889
voucher,2017-06-20,474.85,4,118.7125
boleto,2017-06-21,1649.4899999999998,9,183.27666666666664
credit_card,2017-06-21,5593.8800000000019,26,215.1492307692308
voucher,2017-06-21,31.73,1,31.73
boleto,2017-06-22,1593.48,15,106.232
credit_card,2017-06-22,8996.56,72,124.95222222222222
voucher,2017-06-22,19.0,1,19.0
boleto,2017-06-23,5327.8099999999995,31,171.86483870967743
credit_card,2017-06-23,10263.78,75,136.85039999999995
debit_card,2017-06-23,51.63,1,51.63
voucher,2017-06-23,55.28,1,55.28
boleto,2017-06-24,4502.7800000000007,20,225.139
credit_card,2017-06-24,5423.89,55,98.616181818181786
voucher,2017-06-24,87.03,2,43.515
boleto,2017-06-25,3031.6,17,178.32941176470587
credit_card,2017-06-25,17344.680000000004,86,201.68232558139536
voucher,2017-06-25,358.06,6,59.676666666666669
boleto,2017-06-26,2572.7400000000002,14,183.76714285714283
credit_card,2017-06-26,12500.859999999997,57,219.31333333333333
voucher,2017-06-26,126.72,3,42.24
boleto,2017-06-27,4991.3300000000008,42,118.84119047619046
credit_card,2017-06-27,13045.62,94,138.78319148936168
debit_card,2017-06-27,77.66,1,77.66
voucher,2017-06-27,1565.52,9,173.94666666666666
boleto,2017-06-28,3116.15,25,124.646
credit_card,2017-06-28,13665.579999999996,93,146.94172043010758
debit_card,2017-06-28,85.16,1,85.16
voucher,2017-06-28,213.99,5,42.798
boleto,2017-06-29,2317.33,24,96.555416666666673
credit_card,2017-06-29,11823.489999999998,85,139.09988235294119
debit_card,2017-06-29,137.32,2,68.66
voucher,2017-06-29,416.43000000000006,10,41.643000000000008
boleto,2017-06-30,2658.52,20,132.926
credit_card,2017-06-30,13137.679999999997,73,179.96821917808211
debit_card,2017-06-30,146.68,1,146.68
voucher,2017-06-30,293.86,5,58.772000000000006
boleto,2017-07-01,1492.9100000000003,12,124.40916666666666
credit_card,2017-07-01,12167.999999999998,67,181.61194029850742
voucher,2017-07-01,478.09000000000003,5,95.618
boleto,2017-07-02,2828.4500000000003,22,128.56590909090909
credit_card,2017-07-02,10384.419999999998,80,129.80524999999997
debit_card,2017-07-02,26.77,1,26.77
voucher,2017-07-02,762.73,18,42.373888888888885
boleto,2017-07-03,3557.1899999999996,23,154.66043478260869
credit_card,2017-07-03,15176.019999999999,91,166.76945054945051
voucher,2017-07-03,594.97,8,74.371249999999989
boleto,2017-07-04,4325.2300000000005,32,135.16343750000001
credit_card,2017-07-04,13332.420000000002,87,153.24620689655174
voucher,2017-07-04,449.95,12,37.495833333333337
boleto,2017-07-05,4764.91,31,153.70677419354837
credit_card,2017-07-05,19265.920000000002,112,172.0171428571428
voucher,2017-07-05,633.75,20,31.6875
boleto,2017-07-06,7861.2100000000009,37,212.46513513513514
credit_card,2017-07-06,17199.16,115,149.55791304347821
debit_card,2017-07-06,133.85,1,133.85
voucher,2017-07-06,1361.85,16,85.115625
boleto,2017-07-07,3144.8,26,120.95384615384616
credit_card,2017-07-07,12363.349999999999,91,135.86098901098902
debit_card,2017-07-07,515.49,3,171.83
voucher,2017-07-07,653.1099999999999,17,38.418235294117643
boleto,2017-07-08,2136.1499999999996,17,125.65588235294118
credit_card,2017-07-08,9667.07,66,146.4707575757576
voucher,2017-07-08,198.13,6,33.021666666666668
boleto,2017-07-09,1823.37,16,113.96062500000001
credit_card,2017-07-09,8499.5,74,114.85810810810813
debit_card,2017-07-09,36.0,1,36.0
voucher,2017-07-09,342.27,7,48.895714285714284
boleto,2017-07-10,6025.6,33,182.59393939393939
credit_card,2017-07-10,13903.020000000004,104,133.68288461538455
debit_card,2017-07-10,370.89,3,123.63
voucher,2017-07-10,362.29,6,60.381666666666668
boleto,2017-07-11,4945.58,36,137.37722222222223
credit_card,2017-07-11,19594.270000000004,127,154.28559055118112
debit_card,2017-07-11,62.17,1,62.17
voucher,2017-07-11,362.61,12,30.2175
boleto,2017-07-12,5560.1299999999992,39,142.5674358974359
credit_card,2017-07-12,16419.379999999997,111,147.92234234234235
debit_card,2017-07-12,288.37,1,288.37
voucher,2017-07-12,472.92,9,52.546666666666667
boleto,2017-07-13,5989.86,43,139.29906976744186
credit_card,2017-07-13,11063.100000000002,91,121.57252747252745
voucher,2017-07-13,933.79000000000008,33,28.296666666666663
boleto,2017-07-14,4436.22,33,134.4309090909091
credit_card,2017-07-14,17018.29,113,150.60433628318586
debit_card,2017-07-14,263.66999999999996,2,131.83499999999998
voucher,2017-07-14,115.07999999999998,4,28.77
boleto,2017-07-15,2055.7,19,108.19473684210526
credit_card,2017-07-15,10870.930000000002,77,141.1809090909091
voucher,2017-07-15,201.42000000000002,4,50.355000000000004
boleto,2017-07-16,2132.1099999999997,16,133.25687499999998
credit_card,2017-07-16,13831.090000000006,98,141.13357142857146
voucher,2017-07-16,187.03,2,93.514999999999986
boleto,2017-07-17,3038.5600000000004,27,112.53925925925925
credit_card,2017-07-17,21806.679999999993,137,159.17284671532843
voucher,2017-07-17,954.3,8,119.2875
boleto,2017-07-18,7943.880000000001,38,209.04947368421051
credit_card,2017-07-18,23179.610000000015,148,156.61898648648651
debit_card,2017-07-18,73.34,1,73.34
voucher,2017-07-18,1254.06,20,62.702999999999996
boleto,2017-07-19,4766.83,39,122.22641025641028
credit_card,2017-07-19,14703.770000000002,111,132.46639639639636
debit_card,2017-07-19,195.76,2,97.88
voucher,2017-07-19,745.39,11,67.762727272727275
boleto,2017-07-20,4915.0499999999984,32,153.5953125
credit_card,2017-07-20,16550.530000000002,105,157.62409523809515
debit_card,2017-07-20,39.17,1,39.17
voucher,2017-07-20,1013.09,26,38.964999999999996
boleto,2017-07-21,2781.3599999999997,29,95.908965517241384
credit_card,2017-07-21,12238.320000000003,82,149.24780487804881
voucher,2017-07-21,851.11,11,77.373636363636365
boleto,2017-07-22,2496.1099999999997,16,156.006875
credit_card,2017-07-22,10618.21,70,151.68871428571433
voucher,2017-07-22,204.22,4,51.055
boleto,2017-07-23,2641.0499999999997,25,105.64200000000001
credit_card,2017-07-23,10783.210000000003,76,141.88434210526316
voucher,2017-07-23,642.56999999999994,11,58.415454545454544
boleto,2017-07-24,5220.48,35,149.15657142857145
credit_card,2017-07-24,17255.160000000007,123,140.28585365853658
debit_card,2017-07-24,118.46,2,59.23
voucher,2017-07-24,355.90999999999997,9,39.545555555555559
boleto,2017-07-25,4787.51,33,145.07606060606059
credit_card,2017-07-25,14836.720000000007,114,130.14666666666668
debit_card,2017-07-25,171.0,2,85.5
voucher,2017-07-25,1089.47,12,90.789166666666659
boleto,2017-07-26,2740.69,27,101.50703703703701
credit_card,2017-07-26,10650.900000000003,95,112.11473684210526
debit_card,2017-07-26,50.09,1,50.09
voucher,2017-07-26,612.16,9,68.017777777777781
boleto,2017-07-27,2990.73,22,135.94227272727272
credit_card,2017-07-27,15837.919999999996,101,156.81108910891095
voucher,2017-07-27,117.17,13,9.013076923076925
boleto,2017-07-28,3999.16,32,124.97375
credit_card,2017-07-28,19177.14,100,191.77139999999994
voucher,2017-07-28,100.0,1,100.0
boleto,2017-07-29,1157.8999999999999,13,89.069230769230785
credit_card,2017-07-29,16174.879999999997,101,160.14732673267329
voucher,2017-07-29,1039.13,21,49.482380952380943
boleto,2017-07-30,1122.63,13,86.356153846153845
credit_card,2017-07-30,13743.340000000004,103,133.43048543689324
voucher,2017-07-30,475.71999999999997,17,27.983529411764707
boleto,2017-07-31,3094.12,29,106.69379310344829
credit_card,2017-07-31,16676.14,116,143.75982758620688
voucher,2017-07-31,709.65,12,59.137499999999996
boleto,2017-08-01,4633.0999999999995,37,125.21891891891892
credit_card,2017-08-01,20734.26,129,160.73069767441859
voucher,2017-08-01,50.0,1,50.0
boleto,2017-08-02,4630.23,34,136.18323529411765
credit_card,2017-08-02,16352.640000000001,117,139.76615384615383
voucher,2017-08-02,707.39,14,50.527857142857144
boleto,2017-08-03,4280.88,30,142.696
credit_card,2017-08-03,17759.16,118,150.50135593220335
voucher,2017-08-03,340.51,4,85.1275
boleto,2017-08-04,4083.9300000000007,36,113.44249999999998
credit_card,2017-08-04,17219.920000000002,102,168.82274509803926
debit_card,2017-08-04,96.02,1,96.02
voucher,2017-08-04,312.65999999999997,8,39.082499999999996
boleto,2017-08-05,1269.96,15,84.664
credit_card,2017-08-05,12157.299999999997,96,126.63854166666667
voucher,2017-08-05,1038.58,11,94.416363636363627
boleto,2017-08-06,2466.9700000000003,24,102.79041666666667
credit_card,2017-08-06,14363.53,83,173.05457831325305
debit_card,2017-08-06,88.18,1,88.18
voucher,2017-08-06,104.71000000000001,3,34.903333333333336
boleto,2017-08-07,7778.9500000000007,38,204.70921052631576
credit_card,2017-08-07,17805.579999999994,113,157.57150442477877
debit_card,2017-08-07,279.59,2,139.795
voucher,2017-08-07,765.22,16,47.82625
boleto,2017-08-08,4043.96,34,118.94
credit_card,2017-08-08,16940.720000000005,109,155.41944954128434
voucher,2017-08-08,556.44999999999993,31,17.949999999999996
boleto,2017-08-09,3980.48,31,128.40258064516127
credit_card,2017-08-09,19381.080000000005,107,181.13158878504674
debit_card,2017-08-09,60.37,2,30.185
voucher,2017-08-09,792.46,11,72.041818181818186
boleto,2017-08-10,7707.22,40,192.6805
credit_card,2017-08-10,15399.730000000001,114,135.08535087719298
debit_card,2017-08-10,111.65,1,111.65
voucher,2017-08-10,375.42,7,53.631428571428579
boleto,2017-08-11,5214.11,27,193.1151851851852
credit_card,2017-08-11,17682.760000000002,112,157.88178571428577
voucher,2017-08-11,730.24,11,66.385454545454536
boleto,2017-08-12,2874.6499999999996,17,169.09705882352941
credit_card,2017-08-12,13135.929999999998,79,166.27759493670888
voucher,2017-08-12,210.51000000000002,6,35.085
boleto,2017-08-13,3673.59,16,229.599375
credit_card,2017-08-13,11938.090000000002,78,153.05243589743591
debit_card,2017-08-13,50.6,1,50.6
voucher,2017-08-13,266.3,3,88.766666666666666
boleto,2017-08-14,4795.7800000000007,31,154.70258064516128
credit_card,2017-08-14,16678.379999999997,122,136.70803278688527
debit_card,2017-08-14,264.07,4,66.0175
voucher,2017-08-14,493.89,8,61.736249999999991
boleto,2017-08-15,6506.71,49,132.79
credit_card,2017-08-15,20062.6,141,142.28794326241137
debit_card,2017-08-15,94.91,1,94.91
voucher,2017-08-15,1327.8200000000002,13,102.13999999999999
boleto,2017-08-16,3037.3400000000006,34,89.333529411764687
credit_card,2017-08-16,24106.0,132,182.62121212121218
debit_card,2017-08-16,505.09999999999997,5,101.02
voucher,2017-08-16,750.17000000000007,8,93.77125
boleto,2017-08-17,4733.8000000000011,40,118.345
credit_card,2017-08-17,16583.77,112,148.06937500000004
debit_card,2017-08-17,194.43,2,97.215
voucher,2017-08-17,373.09000000000003,6,62.181666666666672
boleto,2017-08-18,5534.89,26,212.88038461538463
credit_card,2017-08-18,13544.330000000002,113,119.86132743362839
debit_card,2017-08-18,136.67000000000002,2,68.335000000000008
voucher,2017-08-18,927.82999999999993,14,66.273571428571429
boleto,2017-08-19,2125.74,21,101.22571428571429
credit_card,2017-08-19,12639.32,83,152.28096385542173
voucher,2017-08-19,407.86,7,58.265714285714282
boleto,2017-08-20,1971.24,20,98.562000000000012
credit_card,2017-08-20,12781.98,83,153.99975903614455
debit_card,2017-08-20,64.62,1,64.62
voucher,2017-08-20,255.87,4,63.9675
boleto,2017-08-21,4741.3099999999986,31,152.94548387096773
credit_card,2017-08-21,20714.1,144,143.84791666666669
debit_card,2017-08-21,75.16,1,75.16
voucher,2017-08-21,489.15,10,48.915000000000006
boleto,2017-08-22,3608.7499999999995,28,128.88392857142856
credit_card,2017-08-22,15418.150000000001,105,146.83952380952385
debit_card,2017-08-22,194.57,2,97.285
voucher,2017-08-22,733.98,9,81.553333333333327
boleto,2017-08-23,4306.05,31,138.90483870967739
credit_card,2017-08-23,14036.999999999998,80,175.46250000000003
debit_card,2017-08-23,278.09,1,278.09
voucher,2017-08-23,168.56,6,28.093333333333334
boleto,2017-08-24,4408.6200000000008,33,133.59454545454543
credit_card,2017-08-24,11862.440000000002,95,124.86778947368418
voucher,2017-08-24,127.66999999999999,4,31.9175
boleto,2017-08-25,4313.2,33,130.70303030303035
credit_card,2017-08-25,12943.619999999999,88,147.08659090909092
voucher,2017-08-25,146.9,6,24.483333333333334
boleto,2017-08-26,2225.5299999999997,19,117.13315789473684
credit_card,2017-08-26,9173.37,68,134.9025
debit_card,2017-08-26,130.15,2,65.075
voucher,2017-08-26,525.6,9,58.4
boleto,2017-08-27,2264.46,25,90.578400000000016
credit_card,2017-08-27,13500.229999999996,91,148.3541758241758
debit_card,2017-08-27,64.0,1,64.0
voucher,2017-08-27,498.45000000000005,7,71.207142857142856
boleto,2017-08-28,3491.64,29,120.40137931034484
credit_card,2017-08-28,21994.73,126,174.56134920634921
voucher,2017-08-28,210.22000000000003,12,17.518333333333334
boleto,2017-08-29,7206.17,32,225.19281250000003
credit_card,2017-08-29,29149.3,101,288.60693069306927
debit_card,2017-08-29,163.78,1,163.78
voucher,2017-08-29,506.45000000000005,6,84.408333333333331
boleto,2017-08-30,7499.15,39,192.28589743589743
credit_card,2017-08-30,27203.36,135,201.50637037037038
debit_card,2017-08-30,84.23,1,84.23
voucher,2017-08-30,679.53,27,25.167777777777772
boleto,2017-08-31,4881.4,38,128.45789473684212
credit_card,2017-08-31,18332.31,108,169.74361111111114
debit_card,2017-08-31,200.64999999999998,2,100.32499999999999
voucher,2017-08-31,500.49,12,41.707499999999996
boleto,2017-09-01,2928.0999999999995,24,122.00416666666665
credit_card,2017-09-01,28126.03,128,219.73460937500002
debit_card,2017-09-01,439.65999999999997,4,109.91499999999999
voucher,2017-09-01,991.48,14,70.82
boleto,2017-09-02,3043.2799999999997,23,132.31652173913045
credit_card,2017-09-02,17000.69,79,215.19860759493673
debit_card,2017-09-02,42.0,1,42.0
voucher,2017-09-02,393.21000000000004,9,43.69
boleto,2017-09-03,2141.5,21,101.97619047619048
credit_card,2017-09-03,28559.750000000004,102,279.99754901960796
debit_card,2017-09-03,182.98,1,182.98
voucher,2017-09-03,66.55,3,22.18333333333333
boleto,2017-09-04,6734.83,38,177.2323684210526
credit_card,2017-09-04,21021.049999999996,108,194.63935185185181
debit_card,2017-09-04,122.31,1,122.31
voucher,2017-09-04,841.05000000000007,13,64.696153846153848
boleto,2017-09-05,5061.99,43,117.7206976744186
credit_card,2017-09-05,19019.339999999997,111,171.34540540540533
debit_card,2017-09-05,97.64,2,48.82
voucher,2017-09-05,775.71000000000015,22,35.259545454545453
boleto,2017-09-06,6318.8600000000006,31,203.83419354838711
credit_card,2017-09-06,20000.069999999996,105,190.47685714285714
debit_card,2017-09-06,520.22,2,260.11
voucher,2017-09-06,1982.68,14,141.62
boleto,2017-09-07,2194.47,17,129.08647058823527
credit_card,2017-09-07,17193.500000000004,78,220.42948717948715
debit_card,2017-09-07,69.24,1,69.24
voucher,2017-09-07,1871.65,9,207.96111111111111
boleto,2017-09-08,4892.93,31,157.8364516129032
credit_card,2017-09-08,9468.25,80,118.35312500000002
debit_card,2017-09-08,205.42000000000002,2,102.71000000000001
voucher,2017-09-08,222.48000000000002,3,74.16
boleto,2017-09-09,2750.95,22,125.04318181818182
credit_card,2017-09-09,14795.799999999997,83,178.26265060240962
voucher,2017-09-09,134.47,2,67.235
boleto,2017-09-10,2265.33,24,94.38875
credit_card,2017-09-10,18146.459999999995,112,162.02196428571423
voucher,2017-09-10,566.81,13,43.600769230769231
boleto,2017-09-11,5814.89,29,200.51344827586206
credit_card,2017-09-11,20441.01,141,144.97170212765963
debit_card,2017-09-11,336.34000000000003,4,84.085000000000008
voucher,2017-09-11,511.65,16,31.978124999999995
boleto,2017-09-12,7880.07,44,179.0925
credit_card,2017-09-12,24211.499999999985,159,152.27358490566033
debit_card,2017-09-12,100.91,1,100.91
voucher,2017-09-12,592.48,9,65.831111111111113
boleto,2017-09-13,5633.7499999999991,41,137.40853658536585
credit_card,2017-09-13,25467.720000000005,162,157.20814814814804
debit_card,2017-09-13,491.09999999999997,3,163.7
voucher,2017-09-13,461.8,9,51.31111111111111
boleto,2017-09-14,3144.37,23,136.71173913043478
credit_card,2017-09-14,22228.89,135,164.65844444444443
debit_card,2017-09-14,486.43999999999994,3,162.14666666666665
voucher,2017-09-14,642.81,11,58.437272727272727
boleto,2017-09-15,3537.1299999999997,31,114.10096774193551
credit_card,2017-09-15,17500.150000000005,114,153.51008771929824
debit_card,2017-09-15,76.789999999999992,2,38.394999999999996
voucher,2017-09-15,442.59000000000003,10,44.259
boleto,2017-09-16,4630.94,25,185.2376
credit_card,2017-09-16,19113.780000000006,103,185.57067961165043
voucher,2017-09-16,295.59000000000003,6,49.265
boleto,2017-09-17,3344.62,25,133.78480000000002
credit_card,2017-09-17,19035.990000000005,101,188.4751485148515
debit_card,2017-09-17,77.89,1,77.89
voucher,2017-09-17,389.92,4,97.47999999999999
boleto,2017-09-18,9628.3499999999985,47,204.8585106382979
credit_card,2017-09-18,21800.570000000003,128,170.316953125
debit_card,2017-09-18,177.63,2,88.815
voucher,2017-09-18,928.68,15,61.912
boleto,2017-09-19,5970.65,37,161.36891891891889
credit_card,2017-09-19,16825.060000000005,114,147.58824561403509
voucher,2017-09-19,682.94999999999993,15,45.53
boleto,2017-09-20,4358.74,37,117.80378378378379
credit_card,2017-09-20,20996.539999999994,120,174.9711666666667
debit_card,2017-09-20,170.48,2,85.240000000000009
voucher,2017-09-20,644.31999999999994,11,58.574545454545458
boleto,2017-09-21,4311.82,32,134.744375
credit_card,2017-09-21,17891.37999999999,117,152.91777777777776
debit_card,2017-09-21,88.37,1,88.37
voucher,2017-09-21,166.62,3,55.54
boleto,2017-09-22,5658.66,38,148.91210526315786
credit_card,2017-09-22,12990.37,98,132.55479591836732
debit_card,2017-09-22,31.24,1,31.24
voucher,2017-09-22,519.98,8,64.9975
boleto,2017-09-23,1576.7599999999998,14,112.62571428571428
credit_card,2017-09-23,10687.64,73,146.40602739726026
voucher,2017-09-23,310.43,21,14.782380952380953
boleto,2017-09-24,2678.3,24,111.59583333333333
credit_card,2017-09-24,12460.549999999996,94,132.55904255319149
voucher,2017-09-24,741.21,4,185.3025
boleto,2017-09-25,5645.2900000000009,37,152.57540540540541
credit_card,2017-09-25,15421.240000000003,97,158.98185567010304
debit_card,2017-09-25,53.0,1,53.0
voucher,2017-09-25,83.52,5,16.704
boleto,2017-09-26,4668.22,36,129.67277777777778
credit_card,2017-09-26,19604.27,139,141.03791366906481
debit_card,2017-09-26,479.09000000000003,4,119.77250000000001
voucher,2017-09-26,544.78,6,90.796666666666667
boleto,2017-09-27,4782.5999999999995,32,149.45625
credit_card,2017-09-27,19073.100000000002,112,170.29553571428571
debit_card,2017-09-27,27.68,1,27.68
voucher,2017-09-27,996.56,15,66.437333333333328
boleto,2017-09-28,4076.7599999999998,31,131.50838709677421
credit_card,2017-09-28,21700.430000000011,109,199.08651376146793
debit_card,2017-09-28,319.8,1,319.8
voucher,2017-09-28,532.31,11,48.391818181818181
boleto,2017-09-29,3042.63,24,126.77624999999999
credit_card,2017-09-29,31337.119999999988,96,326.42833333333317
voucher,2017-09-29,117.72,2,58.86
boleto,2017-09-30,2325.45,22,105.70227272727271
credit_card,2017-09-30,12365.9,85,145.48117647058822
debit_card,2017-09-30,94.13,2,47.065
voucher,2017-09-30,93.69,4,23.4225
boleto,2017-10-01,3163.27,27,117.15814814814817
credit_card,2017-10-01,18121.909999999996,98,184.91744897959185
voucher,2017-10-01,624.25,10,62.425
boleto,2017-10-02,3984.29,30,132.80966666666666
credit_card,2017-10-02,21005.699999999997,108,194.49722222222221
debit_card,2017-10-02,100.78,3,33.593333333333334
voucher,2017-10-02,474.34,16,29.646250000000002
boleto,2017-10-03,6607.1900000000005,47,140.57851063829787
credit_card,2017-10-03,22677.149999999994,145,156.39413793103449
debit_card,2017-10-03,717.43,5,143.486
voucher,2017-10-03,387.35,8,48.418749999999996
boleto,2017-10-04,4773.630000000001,33,144.65545454545455
credit_card,2017-10-04,18824.789999999997,118,159.53211864406779
voucher,2017-10-04,1189.16,17,69.95058823529412
boleto,2017-10-05,4884.0499999999993,28,174.43035714285713
credit_card,2017-10-05,23834.750000000004,109,218.66743119266053
debit_card,2017-10-05,157.64999999999998,2,78.824999999999989
voucher,2017-10-05,253.38,5,50.676
boleto,2017-10-06,3044.64,27,112.76444444444445
credit_card,2017-10-06,18157.329999999998,103,176.2847572815534
voucher,2017-10-06,688.61000000000013,8,86.07625
boleto,2017-10-07,2213.52,13,170.27076923076925
credit_card,2017-10-07,15253.18,91,167.61736263736259
debit_card,2017-10-07,191.28,1,191.28
voucher,2017-10-07,317.43,3,105.81
boleto,2017-10-08,2604.92,20,130.24599999999998
credit_card,2017-10-08,16415.270000000004,101,162.5274257425742
debit_card,2017-10-08,347.7,2,173.85
voucher,2017-10-08,388.41,11,35.31
boleto,2017-10-09,8814.31,54,163.22796296296295
credit_card,2017-10-09,24360.109999999993,132,184.54628787878792
debit_card,2017-10-09,505.76,3,168.58666666666664
voucher,2017-10-09,1585.39,15,105.69266666666667
boleto,2017-10-10,6384.16,45,141.87022222222222
credit_card,2017-10-10,25389.610000000008,135,188.07118518518527
voucher,2017-10-10,785.3,13,60.407692307692308
boleto,2017-10-11,3750.7899999999995,30,125.02633333333334
credit_card,2017-10-11,21458.56,120,178.82133333333329
debit_card,2017-10-11,360.45,4,90.1125
voucher,2017-10-11,644.98,11,58.63454545454546
boleto,2017-10-12,2663.13,22,121.05136363636363
credit_card,2017-10-12,19320.119999999995,116,166.55275862068962
debit_card,2017-10-12,145.09,3,48.36333333333333
voucher,2017-10-12,392.59000000000003,6,65.431666666666672
boleto,2017-10-13,6518.579999999999,31,210.27677419354839
credit_card,2017-10-13,19293.820000000003,121,159.45305785123972
debit_card,2017-10-13,68.02,1,68.02
voucher,2017-10-13,709.5,7,101.35714285714286
boleto,2017-10-14,2942.05,24,122.58541666666667
credit_card,2017-10-14,12321.19,88,140.01352272727274
debit_card,2017-10-14,35.0,1,35.0
voucher,2017-10-14,887.22,12,73.935
boleto,2017-10-15,2427.06,18,134.83666666666664
credit_card,2017-10-15,18096.780000000002,99,182.79575757575751
debit_card,2017-10-15,425.13,3,141.70999999999998
voucher,2017-10-15,404.87,8,50.608750000000008
boleto,2017-10-16,6676.5499999999993,36,185.45972222222221
credit_card,2017-10-16,27135.46,153,177.35594771241838
debit_card,2017-10-16,255.64,3,85.213333333333338
voucher,2017-10-16,1247.77,14,89.126428571428576
boleto,2017-10-17,5951.6800000000012,53,112.29584905660377
credit_card,2017-10-17,28477.550000000003,145,196.39689655172413
debit_card,2017-10-17,188.39000000000001,2,94.195000000000007
voucher,2017-10-17,670.56,13,51.581538461538464
boleto,2017-10-18,4679.8200000000006,38,123.15315789473685
credit_card,2017-10-18,26109.72,135,193.4053333333334
debit_card,2017-10-18,467.08000000000004,3,155.69333333333333
voucher,2017-10-18,537.05000000000007,6,89.50833333333334
boleto,2017-10-19,5254.51,40,131.36275
credit_card,2017-10-19,21233.990000000013,132,160.86356060606064
debit_card,2017-10-19,339.64,3,113.21333333333332
voucher,2017-10-19,160.66,4,40.165000000000006
boleto,2017-10-20,4127.29,34,121.39088235294119
credit_card,2017-10-20,17556.400000000005,90,195.07111111111115
voucher,2017-10-20,295.51,6,49.251666666666665
boleto,2017-10-21,4947.04,21,235.57333333333332
credit_card,2017-10-21,12180.169999999998,87,140.00195402298849
debit_card,2017-10-21,201.92000000000002,2,100.96000000000001
voucher,2017-10-21,693.17,10,69.317000000000007
boleto,2017-10-22,2313.14,16,144.57125
credit_card,2017-10-22,20673.369999999988,143,144.56902097902093
voucher,2017-10-22,286.53999999999996,5,57.308
boleto,2017-10-23,6491.1999999999989,43,150.95813953488374
credit_card,2017-10-23,18662.819999999996,113,165.15769911504424
debit_card,2017-10-23,167.07999999999998,2,83.539999999999992
voucher,2017-10-23,672.31,16,42.019375
boleto,2017-10-24,8509.489999999998,54,157.58314814814815
credit_card,2017-10-24,17002.840000000004,111,153.17873873873873
voucher,2017-10-24,226.94,5,45.388
boleto,2017-10-25,4093.8000000000006,36,113.71666666666668
credit_card,2017-10-25,16600.490000000005,116,143.1076724137931
debit_card,2017-10-25,575.29,3,191.76333333333332
voucher,2017-10-25,200.95,5,40.19
boleto,2017-10-26,3280.9500000000003,28,117.1767857142857
credit_card,2017-10-26,22214.089999999997,111,200.12693693693691
debit_card,2017-10-26,38.72,1,38.72
voucher,2017-10-26,881.79,12,73.482499999999987
boleto,2017-10-27,5385.3700000000008,29,185.70241379310346
credit_card,2017-10-27,17065.68,100,170.65679999999998
debit_card,2017-10-27,114.31,2,57.155
voucher,2017-10-27,922.81000000000006,13,70.985384615384618
boleto,2017-10-28,909.16000000000008,10,90.916000000000011
credit_card,2017-10-28,18612.559999999998,78,238.62256410256407
voucher,2017-10-28,1050.92,9,116.76888888888888
boleto,2017-10-29,4378.39,24,182.43291666666667
credit_card,2017-10-29,15327.199999999999,105,145.97333333333333
